danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist_name,hot?
0.794,0.806,2,-5.151,1,0.0731,0.226,0.0,0.257,0.713,100.03,audio_features,5wvMkK68cufsTUh2RTpyPj,spotify:track:5wvMkK68cufsTUh2RTpyPj,https://api.spotify.com/v1/tracks/5wvMkK68cufsTUh2RTpyPj,https://api.spotify.com/v1/audio-analysis/5wvMkK68cufsTUh2RTpyPj,227653,4,mi mundo,"lary over, zion & lennox",not_hot
0.439,0.477,10,-5.638,1,0.0307,0.643,0.0,0.114,0.535,159.819,audio_features,2gug6MRv4xQFYi9LA3PJCS,spotify:track:2gug6MRv4xQFYi9LA3PJCS,https://api.spotify.com/v1/tracks/2gug6MRv4xQFYi9LA3PJCS,https://api.spotify.com/v1/audio-analysis/2gug6MRv4xQFYi9LA3PJCS,287307,4,"你,好不好? - tvbs連續劇【遺憾拼圖】片尾曲",eric chou,not_hot
0.757,0.731,2,-6.269,1,0.194,0.326,0.0,0.186,0.386,111.989,audio_features,3yI9jZu5AE7y7kUCqfBhCA,spotify:track:3yI9jZu5AE7y7kUCqfBhCA,https://api.spotify.com/v1/tracks/3yI9jZu5AE7y7kUCqfBhCA,https://api.spotify.com/v1/audio-analysis/3yI9jZu5AE7y7kUCqfBhCA,201829,4,tlc,"taconafide, quebonafide, taco hemingway",not_hot
0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4,goosebumps,travis scott,not_hot
0.758,0.669,1,-3.838,1,0.0388,0.00659,0.0,0.0657,0.96,132.51,audio_features,1ojRut8t5RYNmLpJkEdJ3V,spotify:track:1ojRut8t5RYNmLpJkEdJ3V,https://api.spotify.com/v1/tracks/1ojRut8t5RYNmLpJkEdJ3V,https://api.spotify.com/v1/audio-analysis/1ojRut8t5RYNmLpJkEdJ3V,171901,4,i wanna be your slave,måneskin,not_hot
0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,audio_features,2GYHyAoLWpkxLVa4oYTVko,spotify:track:2GYHyAoLWpkxLVa4oYTVko,https://api.spotify.com/v1/tracks/2GYHyAoLWpkxLVa4oYTVko,https://api.spotify.com/v1/audio-analysis/2GYHyAoLWpkxLVa4oYTVko,206067,4,alors alors,bigflo & oli,not_hot
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4,unforgettable,"french montana, swae lee",not_hot
0.464,0.547,7,-8.137,0,0.339,0.0511,0.0,0.155,0.423,67.003,audio_features,0Odu228D0yGcFySGuxU4rY,spotify:track:0Odu228D0yGcFySGuxU4rY,https://api.spotify.com/v1/tracks/0Odu228D0yGcFySGuxU4rY,https://api.spotify.com/v1/audio-analysis/0Odu228D0yGcFySGuxU4rY,221492,4,the take (feat. chris brown),tory lanez,not_hot
0.785,0.343,9,-10.923,0,0.0862,0.593,0.0,0.103,0.468,118.065,audio_features,0YGRqKKDhomTOp246LT11G,spotify:track:0YGRqKKDhomTOp246LT11G,https://api.spotify.com/v1/tracks/0YGRqKKDhomTOp246LT11G,https://api.spotify.com/v1/audio-analysis/0YGRqKKDhomTOp246LT11G,121949,4,all girls are the same,rønin,not_hot
0.382,0.0288,4,-29.138,1,0.0425,0.995,0.935,0.0957,0.286,115.364,audio_features,1djt5vu3t1tQsaLyuS3DgA,spotify:track:1djt5vu3t1tQsaLyuS3DgA,https://api.spotify.com/v1/tracks/1djt5vu3t1tQsaLyuS3DgA,https://api.spotify.com/v1/audio-analysis/1djt5vu3t1tQsaLyuS3DgA,189250,4,бебебе,morgenshtern,not_hot
0.567,0.488,1,-9.454,0,0.0388,0.703,0.0172,0.11,0.198,157.887,audio_features,5wcXHy9sGgjOaRwX2Cd0QX,spotify:track:5wcXHy9sGgjOaRwX2Cd0QX,https://api.spotify.com/v1/tracks/5wcXHy9sGgjOaRwX2Cd0QX,https://api.spotify.com/v1/audio-analysis/5wcXHy9sGgjOaRwX2Cd0QX,161013,4,černobílej svět,viktor sheen,not_hot
0.793,0.481,2,-14.246,1,0.0278,0.231,0.00122,0.06,0.97,107.744,audio_features,2T43UrvAg60ubJVo5KQ3t7,spotify:track:2T43UrvAg60ubJVo5KQ3t7,https://api.spotify.com/v1/tracks/2T43UrvAg60ubJVo5KQ3t7,https://api.spotify.com/v1/audio-analysis/2T43UrvAg60ubJVo5KQ3t7,208307,4,come and get it - optical 2 radio mix,tino singh,not_hot
0.616,0.454,4,-8.504,1,0.0273,0.767,3.48e-05,0.105,0.249,99.998,audio_features,5QSYWruQQ7kBCHScI4xJ9g,spotify:track:5QSYWruQQ7kBCHScI4xJ9g,https://api.spotify.com/v1/tracks/5QSYWruQQ7kBCHScI4xJ9g,https://api.spotify.com/v1/audio-analysis/5QSYWruQQ7kBCHScI4xJ9g,225839,4,bajo el agua,manuel medrano,not_hot
0.852,0.694,10,-9.143,0,0.238,0.213,1e-06,0.213,0.325,109.948,audio_features,3WlGpROYndcPAOYDbN3sLV,spotify:track:3WlGpROYndcPAOYDbN3sLV,https://api.spotify.com/v1/tracks/3WlGpROYndcPAOYDbN3sLV,https://api.spotify.com/v1/audio-analysis/3WlGpROYndcPAOYDbN3sLV,90070,4,эми,pharaoh,not_hot
0.719,0.809,10,-5.124,0,0.349,0.229,0.0,0.106,0.52,82.513,audio_features,6fSujm54jeDJopx8dVv517,spotify:track:6fSujm54jeDJopx8dVv517,https://api.spotify.com/v1/tracks/6fSujm54jeDJopx8dVv517,https://api.spotify.com/v1/audio-analysis/6fSujm54jeDJopx8dVv517,215273,4,ufo,szpaku,not_hot
0.797,0.649,3,-5.506,0,0.182,0.24,0.0012,0.153,0.437,117.971,audio_features,1esZgaqm0YKN87CIP3orJ3,spotify:track:1esZgaqm0YKN87CIP3orJ3,https://api.spotify.com/v1/tracks/1esZgaqm0YKN87CIP3orJ3,https://api.spotify.com/v1/audio-analysis/1esZgaqm0YKN87CIP3orJ3,200212,4,rampampam,minelli,not_hot
0.599,0.822,5,-5.777,0,0.0287,0.00445,0.00151,0.252,0.333,105.984,audio_features,0xZbTUeLOIXjAHFuyZNQr2,spotify:track:0xZbTUeLOIXjAHFuyZNQr2,https://api.spotify.com/v1/tracks/0xZbTUeLOIXjAHFuyZNQr2,https://api.spotify.com/v1/audio-analysis/0xZbTUeLOIXjAHFuyZNQr2,245196,4,ogles,prāta vētra,not_hot
0.682,0.52,5,-9.623,0,0.0589,0.697,5.44e-06,0.265,0.468,112.965,audio_features,3b89BehicGUgc60pLBo092,spotify:track:3b89BehicGUgc60pLBo092,https://api.spotify.com/v1/tracks/3b89BehicGUgc60pLBo092,https://api.spotify.com/v1/audio-analysis/3b89BehicGUgc60pLBo092,196920,4,flou,angèle,not_hot
0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,audio_features,6q8Lb50EtqNeeJXXe8mMAH,spotify:track:6q8Lb50EtqNeeJXXe8mMAH,https://api.spotify.com/v1/tracks/6q8Lb50EtqNeeJXXe8mMAH,https://api.spotify.com/v1/audio-analysis/6q8Lb50EtqNeeJXXe8mMAH,226627,4,culpables,"karol g, anuel aa",not_hot
0.757,0.737,4,-6.728,0,0.114,0.311,0.0,0.113,0.635,98.057,audio_features,5pAbCxt9e3f81lOmjIXwzd,spotify:track:5pAbCxt9e3f81lOmjIXwzd,https://api.spotify.com/v1/tracks/5pAbCxt9e3f81lOmjIXwzd,https://api.spotify.com/v1/audio-analysis/5pAbCxt9e3f81lOmjIXwzd,207031,4,be honest,"jorja smith, burna boy",not_hot
0.679,0.831,2,-1.866,1,0.109,0.159,1.1e-06,0.097,0.88,88.793,audio_features,0tJCo71s7HT9Mu5Z4juuLw,spotify:track:0tJCo71s7HT9Mu5Z4juuLw,https://api.spotify.com/v1/tracks/0tJCo71s7HT9Mu5Z4juuLw,https://api.spotify.com/v1/audio-analysis/0tJCo71s7HT9Mu5Z4juuLw,219520,4,solita,"sech, farruko, zion & lennox",not_hot
0.584,0.698,8,-3.961,1,0.106,0.09,6.87e-05,0.171,0.765,166.047,audio_features,1tpbAGsGpZee5jDHMcLrUJ,spotify:track:1tpbAGsGpZee5jDHMcLrUJ,https://api.spotify.com/v1/tracks/1tpbAGsGpZee5jDHMcLrUJ,https://api.spotify.com/v1/audio-analysis/1tpbAGsGpZee5jDHMcLrUJ,204787,4,bellaquita,"dalex, lenny tavárez",not_hot
0.792,0.775,2,-4.575,0,0.0532,0.271,1.55e-05,0.406,0.521,111.957,audio_features,3GJjiToqnCxTm5rOaqoxdi,spotify:track:3GJjiToqnCxTm5rOaqoxdi,https://api.spotify.com/v1/tracks/3GJjiToqnCxTm5rOaqoxdi,https://api.spotify.com/v1/audio-analysis/3GJjiToqnCxTm5rOaqoxdi,195678,4,chasing highs,alma,not_hot
0.659,0.865,6,-5.866,1,0.0257,0.136,0.0,0.747,0.709,106.085,audio_features,4Mq3oVy3iH4bMXcMRSRYf2,spotify:track:4Mq3oVy3iH4bMXcMRSRYf2,https://api.spotify.com/v1/tracks/4Mq3oVy3iH4bMXcMRSRYf2,https://api.spotify.com/v1/audio-analysis/4Mq3oVy3iH4bMXcMRSRYf2,251787,4,bye bye,oscar anton,not_hot
0.322,0.733,8,-4.905,1,0.045,0.223,0.0,0.11,0.585,92.133,audio_features,66yKv1kZIqfejvrLEGqTML,spotify:track:66yKv1kZIqfejvrLEGqTML,https://api.spotify.com/v1/tracks/66yKv1kZIqfejvrLEGqTML,https://api.spotify.com/v1/audio-analysis/66yKv1kZIqfejvrLEGqTML,191433,4,it's gotta be you,isaiah firebrace,not_hot
0.886,0.525,8,-7.39,1,0.132,0.236,0.0,0.057,0.708,145.99,audio_features,0qy5D3OJre7SPJNMOL9I71,spotify:track:0qy5D3OJre7SPJNMOL9I71,https://api.spotify.com/v1/tracks/0qy5D3OJre7SPJNMOL9I71,https://api.spotify.com/v1/audio-analysis/0qy5D3OJre7SPJNMOL9I71,225205,4,broccoli (feat. lil yachty),shelley fka dram,not_hot
0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,audio_features,7DnAm9FOTWE3cUvso43HhI,spotify:track:7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/tracks/7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/audio-analysis/7DnAm9FOTWE3cUvso43HhI,187436,4,sweet but psycho,ava max,not_hot
0.706,0.567,11,-6.345,0,0.0436,0.54,3.93e-06,0.293,0.363,112.907,audio_features,4azt50glaSH27l77Nhh5TV,spotify:track:4azt50glaSH27l77Nhh5TV,https://api.spotify.com/v1/tracks/4azt50glaSH27l77Nhh5TV,https://api.spotify.com/v1/audio-analysis/4azt50glaSH27l77Nhh5TV,272297,4,sous tension,djadja & dinaz,not_hot
0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,audio_features,6cy3ki60hLwimwIje7tALf,spotify:track:6cy3ki60hLwimwIje7tALf,https://api.spotify.com/v1/tracks/6cy3ki60hLwimwIje7tALf,https://api.spotify.com/v1/audio-analysis/6cy3ki60hLwimwIje7tALf,221714,4,ritmo (bad boys for life),"black eyed peas, j balvin",not_hot
0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,6fxVffaTuwjgEk5h9QyRjy,spotify:track:6fxVffaTuwjgEk5h9QyRjy,https://api.spotify.com/v1/tracks/6fxVffaTuwjgEk5h9QyRjy,https://api.spotify.com/v1/audio-analysis/6fxVffaTuwjgEk5h9QyRjy,258987,4,photograph,ed sheeran,not_hot
0.581,0.865,0,-4.36,0,0.0353,0.027,0.000113,0.106,0.254,127.978,audio_features,4uZDqd7PcWI019bHEDbhhR,spotify:track:4uZDqd7PcWI019bHEDbhhR,https://api.spotify.com/v1/tracks/4uZDqd7PcWI019bHEDbhhR,https://api.spotify.com/v1/audio-analysis/4uZDqd7PcWI019bHEDbhhR,191270,4,frisbee,jvg,not_hot
0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,audio_features,0qvzXomUDJVaUboy2wMfiS,spotify:track:0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/audio-analysis/0qvzXomUDJVaUboy2wMfiS,232852,4,this town,niall horan,not_hot
0.464,0.444,4,-8.583,0,0.027,0.488,2.32e-05,0.166,0.294,144.092,audio_features,3rtxFFGZ10e2vYBo7PsPf2,spotify:track:3rtxFFGZ10e2vYBo7PsPf2,https://api.spotify.com/v1/tracks/3rtxFFGZ10e2vYBo7PsPf2,https://api.spotify.com/v1/audio-analysis/3rtxFFGZ10e2vYBo7PsPf2,222827,4,que lo nuestro se quede nuestro,carlos rivera,not_hot
0.834,0.753,8,-3.011,1,0.0486,0.342,0.0,0.108,0.462,113.058,audio_features,0vnrhysrKKRdNYFKLAGzRc,spotify:track:0vnrhysrKKRdNYFKLAGzRc,https://api.spotify.com/v1/tracks/0vnrhysrKKRdNYFKLAGzRc,https://api.spotify.com/v1/audio-analysis/0vnrhysrKKRdNYFKLAGzRc,246383,4,loca,"khea, duki, cazzu, omar varela, mykka",not_hot
0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,audio_features,0UV5zxRMz6AO4ZwUOZNIKI,spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,https://api.spotify.com/v1/tracks/0UV5zxRMz6AO4ZwUOZNIKI,https://api.spotify.com/v1/audio-analysis/0UV5zxRMz6AO4ZwUOZNIKI,234800,4,where'd all the time go?,dr. dog,not_hot
0.598,0.669,4,-5.506,1,0.0419,0.244,0.0,0.178,0.788,82.997,audio_features,06DPpk0hUJEgpzl5cuWNI6,spotify:track:06DPpk0hUJEgpzl5cuWNI6,https://api.spotify.com/v1/tracks/06DPpk0hUJEgpzl5cuWNI6,https://api.spotify.com/v1/audio-analysis/06DPpk0hUJEgpzl5cuWNI6,227000,4,เวลาเธอยิ้ม,polycat,not_hot
0.4,0.915,0,-4.89,1,0.28,0.0846,0.0,0.0503,0.878,88.917,audio_features,2a1o6ZejUi8U3wzzOtCOYw,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,https://api.spotify.com/v1/tracks/2a1o6ZejUi8U3wzzOtCOYw,https://api.spotify.com/v1/audio-analysis/2a1o6ZejUi8U3wzzOtCOYw,198773,3,danza kuduro,"don omar, lucenzo",not_hot
0.534,0.84,7,-4.535,0,0.463,0.019,8.97e-06,0.197,0.278,159.97,audio_features,00L5zl0hO6lO069lzRWNkW,spotify:track:00L5zl0hO6lO069lzRWNkW,https://api.spotify.com/v1/tracks/00L5zl0hO6lO069lzRWNkW,https://api.spotify.com/v1/audio-analysis/00L5zl0hO6lO069lzRWNkW,179250,4,praying,kesha,not_hot
0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,126.677,audio_features,2WYs5LxOZfEyURXu7V0O1a,spotify:track:2WYs5LxOZfEyURXu7V0O1a,https://api.spotify.com/v1/tracks/2WYs5LxOZfEyURXu7V0O1a,https://api.spotify.com/v1/audio-analysis/2WYs5LxOZfEyURXu7V0O1a,141505,5,stay with you,"cheat codes, cade",not_hot
0.745,0.861,9,-6.807,0,0.0356,0.00718,0.111,0.387,0.749,137.031,audio_features,1tzTlRMcw9xDqrNRzj3H2g,spotify:track:1tzTlRMcw9xDqrNRzj3H2g,https://api.spotify.com/v1/tracks/1tzTlRMcw9xDqrNRzj3H2g,https://api.spotify.com/v1/audio-analysis/1tzTlRMcw9xDqrNRzj3H2g,215474,4,мальчик на девятке,dead blonde,not_hot
0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,audio_features,41wtwzCZkXwpnakmwJ239F,spotify:track:41wtwzCZkXwpnakmwJ239F,https://api.spotify.com/v1/tracks/41wtwzCZkXwpnakmwJ239F,https://api.spotify.com/v1/audio-analysis/41wtwzCZkXwpnakmwJ239F,170972,4,yo visto así,bad bunny,not_hot
0.67,0.636,10,-6.032,0,0.0294,0.197,0.0,0.144,0.724,112.032,audio_features,6PrpsVMqiMzubDlyWiqLCk,spotify:track:6PrpsVMqiMzubDlyWiqLCk,https://api.spotify.com/v1/tracks/6PrpsVMqiMzubDlyWiqLCk,https://api.spotify.com/v1/audio-analysis/6PrpsVMqiMzubDlyWiqLCk,184468,4,älä riko mua enää,ollie,not_hot
0.762,0.61,7,-6.378,1,0.228,0.076,0.000132,0.0744,0.277,146.989,audio_features,7oHsIIDKbEJlFULg1HF0pP,spotify:track:7oHsIIDKbEJlFULg1HF0pP,https://api.spotify.com/v1/tracks/7oHsIIDKbEJlFULg1HF0pP,https://api.spotify.com/v1/audio-analysis/7oHsIIDKbEJlFULg1HF0pP,278280,4,los dioses,"anuel aa, ozuna",not_hot
0.566,0.427,2,-12.093,1,0.154,0.617,0.0,0.116,0.141,104.946,audio_features,3ZGXrNmFU69eaBjIPugVl6,spotify:track:3ZGXrNmFU69eaBjIPugVl6,https://api.spotify.com/v1/tracks/3ZGXrNmFU69eaBjIPugVl6,https://api.spotify.com/v1/audio-analysis/3ZGXrNmFU69eaBjIPugVl6,233471,4,ستفلي فلوسي,shehab,not_hot
0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,audio_features,6ifUES3keWjwXgae8pXI3o,spotify:track:6ifUES3keWjwXgae8pXI3o,https://api.spotify.com/v1/tracks/6ifUES3keWjwXgae8pXI3o,https://api.spotify.com/v1/audio-analysis/6ifUES3keWjwXgae8pXI3o,205715,4,me rehúso,danny ocean,not_hot
0.249,0.578,9,-8.722,0,0.0404,0.0434,4.67e-05,0.201,0.49,156.948,audio_features,7niGOvoy4RI0QqEGVfF6qt,spotify:track:7niGOvoy4RI0QqEGVfF6qt,https://api.spotify.com/v1/tracks/7niGOvoy4RI0QqEGVfF6qt,https://api.spotify.com/v1/audio-analysis/7niGOvoy4RI0QqEGVfF6qt,303540,3,langzaam (uit liefde voor muziek) - live,clouseau,not_hot
0.546,0.453,7,-13.04,1,0.121,0.382,3.9e-05,0.106,0.74,104.532,audio_features,4vLBnQtece15fFhqWxZvJP,spotify:track:4vLBnQtece15fFhqWxZvJP,https://api.spotify.com/v1/tracks/4vLBnQtece15fFhqWxZvJP,https://api.spotify.com/v1/audio-analysis/4vLBnQtece15fFhqWxZvJP,239667,4,your new boyfriend,wilbur soot,not_hot
0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,audio_features,5hc71nKsUgtwQ3z52KEKQk,spotify:track:5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/tracks/5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/audio-analysis/5hc71nKsUgtwQ3z52KEKQk,347520,4,somebody else,the 1975,not_hot
0.807,0.828,1,-2.607,1,0.0404,0.133,0.0,0.118,0.86,99.962,audio_features,4vYWvBnqNoJGDMk3f14rlv,spotify:track:4vYWvBnqNoJGDMk3f14rlv,https://api.spotify.com/v1/tracks/4vYWvBnqNoJGDMk3f14rlv,https://api.spotify.com/v1/audio-analysis/4vYWvBnqNoJGDMk3f14rlv,190500,4,hajnali kör,"irie maffia, marsalkó dávid",not_hot
0.759,0.639,4,-8.085,0,0.0511,0.207,0.0,0.23,0.682,128.01,audio_features,1WbXIpiGBJkCiv3hn40iPB,spotify:track:1WbXIpiGBJkCiv3hn40iPB,https://api.spotify.com/v1/tracks/1WbXIpiGBJkCiv3hn40iPB,https://api.spotify.com/v1/audio-analysis/1WbXIpiGBJkCiv3hn40iPB,198332,4,sobredosis (feat. ozuna),romeo santos,not_hot
0.755,0.826,9,-4.859,0,0.0395,0.32,0.0,0.117,0.86,142.991,audio_features,6H2GjPvnzQp3SeSD3ATQQk,spotify:track:6H2GjPvnzQp3SeSD3ATQQk,https://api.spotify.com/v1/tracks/6H2GjPvnzQp3SeSD3ATQQk,https://api.spotify.com/v1/audio-analysis/6H2GjPvnzQp3SeSD3ATQQk,189650,4,bonne année,"tawsen, draganov",not_hot
0.79,0.561,10,-10.228,0,0.0437,0.0698,0.00235,0.0589,0.187,112.006,audio_features,1ix1dhMZI8cYXiyzHgun42,spotify:track:1ix1dhMZI8cYXiyzHgun42,https://api.spotify.com/v1/tracks/1ix1dhMZI8cYXiyzHgun42,https://api.spotify.com/v1/audio-analysis/1ix1dhMZI8cYXiyzHgun42,445714,4,izolo,"dj maphorisa, tyler icu, visca, madumane, mpura, daliwonga",not_hot
0.2,0.0277,0,-31.777,1,0.0424,0.909,0.839,0.106,0.0747,73.327,audio_features,3Jsht2hQ08RWncvgXaFpcp,spotify:track:3Jsht2hQ08RWncvgXaFpcp,https://api.spotify.com/v1/tracks/3Jsht2hQ08RWncvgXaFpcp,https://api.spotify.com/v1/audio-analysis/3Jsht2hQ08RWncvgXaFpcp,193162,4,peripoliko,vlospa,not_hot
0.512,0.451,5,-7.222,0,0.131,0.161,0.0,0.0672,0.368,80.04,audio_features,47ZS1OjnJpJVfGN9yHXfMn,spotify:track:47ZS1OjnJpJVfGN9yHXfMn,https://api.spotify.com/v1/tracks/47ZS1OjnJpJVfGN9yHXfMn,https://api.spotify.com/v1/audio-analysis/47ZS1OjnJpJVfGN9yHXfMn,367680,4,toda (remix),"alex rose, lenny tavárez, cazzu, rauw alejandro, lyanno",not_hot
0.859,0.585,1,-4.739,1,0.264,0.182,0.0,0.0893,0.867,102.086,audio_features,3BAad0crO0U2jwG0WUtI9V,spotify:track:3BAad0crO0U2jwG0WUtI9V,https://api.spotify.com/v1/tracks/3BAad0crO0U2jwG0WUtI9V,https://api.spotify.com/v1/audio-analysis/3BAad0crO0U2jwG0WUtI9V,186893,4,cristina (feat. shelow shaq),"maffio, justin quiles, nacho",not_hot
0.89,0.495,9,-11.022,0,0.0849,0.249,0.0096,0.109,0.0714,120.041,audio_features,0lCKgZPwabSeEVfER0OWrR,spotify:track:0lCKgZPwabSeEVfER0OWrR,https://api.spotify.com/v1/tracks/0lCKgZPwabSeEVfER0OWrR,https://api.spotify.com/v1/audio-analysis/0lCKgZPwabSeEVfER0OWrR,146021,4,waves,"mika noble, sickluv",not_hot
0.792,0.895,1,-3.112,0,0.0587,0.165,0.0,0.0501,0.793,94.968,audio_features,737gzPI5VAmgUGWiJ9yXuu,spotify:track:737gzPI5VAmgUGWiJ9yXuu,https://api.spotify.com/v1/tracks/737gzPI5VAmgUGWiJ9yXuu,https://api.spotify.com/v1/audio-analysis/737gzPI5VAmgUGWiJ9yXuu,201526,4,"1, 2, 3 (feat. jason derulo & de la ghetto)",sofía reyes,not_hot
0.578,0.459,8,-11.938,1,0.041,0.501,1.86e-05,0.143,0.164,160.065,audio_features,0ciLo7Ntd7Gfc0rQRTgkSG,spotify:track:0ciLo7Ntd7Gfc0rQRTgkSG,https://api.spotify.com/v1/tracks/0ciLo7Ntd7Gfc0rQRTgkSG,https://api.spotify.com/v1/audio-analysis/0ciLo7Ntd7Gfc0rQRTgkSG,201195,3,está dañada,ivan cornejo,not_hot
0.822,0.854,8,-3.953,0,0.0628,0.0325,3.38e-05,0.0595,0.75,94.989,audio_features,5DQxmxUHC1WElkqVLcoA6H,spotify:track:5DQxmxUHC1WElkqVLcoA6H,https://api.spotify.com/v1/tracks/5DQxmxUHC1WElkqVLcoA6H,https://api.spotify.com/v1/audio-analysis/5DQxmxUHC1WElkqVLcoA6H,130447,4,дико тусим,"даня милохин, nikolay baskov",not_hot
0.519,0.337,2,-15.215,1,0.0333,0.887,0.0113,0.13,0.523,87.926,audio_features,3VyJGPYr2DF9gdBNosSao4,spotify:track:3VyJGPYr2DF9gdBNosSao4,https://api.spotify.com/v1/tracks/3VyJGPYr2DF9gdBNosSao4,https://api.spotify.com/v1/audio-analysis/3VyJGPYr2DF9gdBNosSao4,196133,4,can't find,linion,not_hot
0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388,audio_features,0Xek5rqai2jcOWCYWJfVCF,spotify:track:0Xek5rqai2jcOWCYWJfVCF,https://api.spotify.com/v1/tracks/0Xek5rqai2jcOWCYWJfVCF,https://api.spotify.com/v1/audio-analysis/0Xek5rqai2jcOWCYWJfVCF,196760,4,enemies (feat. dababy),post malone,not_hot
0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,audio_features,6MJUCumnQsQEKbCy28tbCP,spotify:track:6MJUCumnQsQEKbCy28tbCP,https://api.spotify.com/v1/tracks/6MJUCumnQsQEKbCy28tbCP,https://api.spotify.com/v1/audio-analysis/6MJUCumnQsQEKbCy28tbCP,207853,4,adictiva,"daddy yankee, anuel aa",not_hot
0.722,0.782,9,-5.033,1,0.416,0.179,0.0,0.438,0.914,100.13,audio_features,4L1VVY7WigQFgqs2VgbZjH,spotify:track:4L1VVY7WigQFgqs2VgbZjH,https://api.spotify.com/v1/tracks/4L1VVY7WigQFgqs2VgbZjH,https://api.spotify.com/v1/audio-analysis/4L1VVY7WigQFgqs2VgbZjH,167267,4,koka kola (papito x trey & zay x alasow),papito,not_hot
0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,audio_features,2N8m6CYs74qQO4mjVcXO30,spotify:track:2N8m6CYs74qQO4mjVcXO30,https://api.spotify.com/v1/tracks/2N8m6CYs74qQO4mjVcXO30,https://api.spotify.com/v1/audio-analysis/2N8m6CYs74qQO4mjVcXO30,209438,4,dance monkey,tones and i,not_hot
0.803,0.456,11,-10.783,1,0.243,0.0358,0.0,0.212,0.583,95.013,audio_features,2Yd6hF9rBSibtF4hlcnBEw,spotify:track:2Yd6hF9rBSibtF4hlcnBEw,https://api.spotify.com/v1/tracks/2Yd6hF9rBSibtF4hlcnBEw,https://api.spotify.com/v1/audio-analysis/2Yd6hF9rBSibtF4hlcnBEw,161684,4,gang (feat. geolier),"samurai jay, m4w, dat boi dee",not_hot
0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,audio_features,63y6xWR4gXz7bnUGOk8iI6,spotify:track:63y6xWR4gXz7bnUGOk8iI6,https://api.spotify.com/v1/tracks/63y6xWR4gXz7bnUGOk8iI6,https://api.spotify.com/v1/audio-analysis/63y6xWR4gXz7bnUGOk8iI6,244453,4,into you,ariana grande,not_hot
0.549,0.484,1,-7.697,1,0.0293,0.685,0.0,0.134,0.424,128.051,audio_features,5r3EMFkXgJ4YKEptvLp9Fc,spotify:track:5r3EMFkXgJ4YKEptvLp9Fc,https://api.spotify.com/v1/tracks/5r3EMFkXgJ4YKEptvLp9Fc,https://api.spotify.com/v1/audio-analysis/5r3EMFkXgJ4YKEptvLp9Fc,201075,4,較早前錄影,deep ng,not_hot
0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,audio_features,1DFD5Fotzgn6yYXkYsKiGs,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,https://api.spotify.com/v1/tracks/1DFD5Fotzgn6yYXkYsKiGs,https://api.spotify.com/v1/audio-analysis/1DFD5Fotzgn6yYXkYsKiGs,152913,4,piece of your heart,"meduza, goodboys",not_hot
